address,tx,ty,tz
0x2290d08dfd8,-0.862188,-4.47279,15.6303
0x2290d08dfdc,-4.47279,15.6303,14.8031
0x2290d08dfe0,15.6303,14.8031,7.72637
0x2290d08dfe4,14.8031,7.72637,1.4013e-45
0x2290d08f91c,7.56923,1.4013e-45,0
0x2290d08f970,1,1,1
0x2290d08f974,1,1,0
0x2290d08f9a4,0.454941,59.0267,1.8108
0x2290d08f9ac,1.8108,1.8108,1.8108
0x2290d08f9b0,1.8108,1.8108,0.0559863
0x2290d08fa94,0,0.10138,0
0x2290d08fa98,0.10138,0,1.80796
0x2290d08faa4,0,0,1.8108
0x2290d08faac,1.8108,0,0
0x2290d08fb04,0,-53.3236,-0.251238
0x2290d08fb08,-53.3236,-0.251238,368.712
0x2290d08fb10,368.712,1,3.58732e-43
0x2290d08fb14,1,3.58732e-43,0
0x22910caa2d0,2.02634e-27,7.74918e-43,-0.0255747
0x22910caa404,0,0,0
0x22910caa40c,0,1.0002,1
0x22910caa410,1.0002,1,0
0x22910caa414,1,0,0
0x22910caa460,1,1,0.988228
0x22910caa464,1,0.988228,0.0445415
0x22910caa468,0.988228,0.0445415,0.146358
0x22910caa470,0.146358,0,-7.21494e-05
0x22910caa47c,0.956814,-0.290702,0
0x22910caa4a4,1,0.988228,-7.21551e-05
0x22910caa4e4,1,0.872118,0.0699162
0x22910caa5a4,0,0,0
0x22910caa5a8,0,0,0.48039
0x22910caa5ac,0,0.48039,0.560143
0x22910caa5b0,0.48039,0.560143,0.506656
0x22910caa5b4,0.560143,0.506656,-0.44583
0x22910caa5b8,0.506656,-0.44583,0.0352517
0x22910caa5bc,-0.44583,0.0352517,0.736902
0x22910caa5c0,0.0352517,0.736902,0.673929
0x22910caa5c4,0.736902,0.673929,0
0x22910caa5c8,0.673929,0,0
0x22910caa5cc,0,0,0.678799
0x22910caa648,2.10195e-44,0,0
0x22910caa64c,0,0,0.55116
0x22910caa654,0.55116,-5.42925e-25,4.59093e-41
0x22910caa678,2.10195e-44,0,0.297911
0x22911761bec,-6.374e-28,6.34413e-17,5.08841e-14
0x22911761bf0,6.34413e-17,5.08841e-14,171.353
0x22911761bf8,171.353,-2.55486e-29,0
0x229120fc5cc,1,0,0
0x229120fc5d8,1,0,0
0x229120fc608,-1.5141,0,0
0x229120fc614,1.05,0,0
0x229120fc618,0,0,1
0x229120fc620,1,0,0
0x229120fc648,1,0,0
0x229120fc67c,1,-0,1
0x229120fc6f8,85.8549,1,266.519
0x229120fc70c,1,0,0
0x229120fc744,1.05,0,0
0x229120fc74c,0,0,0
0x229120fc7a8,146.594,1,0
0x229120fc7ac,1,0,1
0x229120fdfec,1,-1,0
0x229120fe04c,1,0,0
0x229120fe0bc,0,-0.707107,0
0x229120fe0d8,-185.397,1,0.707107
0x229120fe0dc,1,0.707107,0
0x229120fe11c,1,-1,0
0x229120fe17c,1,1,0
0x2291379cfd8,-1.22465e-16,0,0
0x2291379cfdc,0,0,1
0x2291379cfe4,1,0,0
0x2291379d00c,1,-1,0
0x2291379d04c,1,-0.00863969,0.0401797
0x2291379d050,-0.00863969,0.0401797,0.0897365
0x2291379d0b4,0,0,0
0x2291379d0b8,0,0,0.402331
0x2291379d0bc,0,0.402331,0.275823
0x2291379d0c4,0.275823,0.100176,1
0x2291379d0c8,0.100176,1,0.0825718
0x2291379d0cc,1,0.0825718,-0.400698
0x2291379d0d0,0.0825718,-0.400698,-0.912482
0x2291379d1d8,-1.22465e-16,0,0
0x2291379d1dc,0,0,1
0x2291379d1e4,1,0,0
0x2291379d20c,1,-1,0
0x2291379d24c,1,0.00178512,0.0172735
0x2291379d250,0.00178512,0.0172735,-0.00386992
0x2291379d2dc,1,-0.017516,-0.124141
0x2291379d44c,1,-0.0214742,-0.0198685
0x2291379d4b4,0.000194398,-6.46095e-05,0
0x2291379d4bc,0,0.27917,0.250955
0x2291379d4c4,0.250955,0.139376,1
0x2291379d4cc,1,0.478803,0.469969
0x2291379d4d8,-0.741537,0.0620776,0.317388
0x2291379d4dc,0.0620776,0.317388,0.294865
0x2291379d7c4,0,0,0
0x2291379d7c8,0,0,0.069797
0x2291379d7cc,0,0.069797,0
0x2291379d7d0,0.069797,0,0.997561
0x2291379d7d8,0.997561,0,0
0x2291379d7dc,0,0,1
0x2291379d7e4,1,0,0
0x2291379d80c,1,0.069797,0
0x22915ad7420,16.0328,8.5655,1.4013e-45
0x22915ad747c,7.17984,9.61587,6.19501
0x22915ad7480,9.61587,6.19501,1.4013e-45
0x22915ad74d4,-1.77453,162.478,24.9339
0x22915ad74d8,162.478,24.9339,36.7794
0x22915ad74dc,24.9339,36.7794,41.2849
0x22915ad74e0,36.7794,41.2849,1.4013e-45
0x22915ad759c,40,0,8
0x22915ad75f4,-20.1848,-259.564,5.69385
0x22915ad75fc,5.69385,4.7196,5.69393
0x22915ad7600,4.7196,5.69393,1.4013e-45
0x22917a62e2c,0,0,0
0x22917a62e30,0,0,0.803922
0x22917a62e34,0,0.803922,0.129412
0x22917a62e38,0.803922,0.129412,0.129412
0x22917a62e3c,0.129412,0.129412,0
0x22917a62e40,0.129412,0,0
0x22917a62e44,0,0,1
0x22917a62e4c,1,0,0
0x22917a62e50,0,0,202.018
0x22917a62e54,0,202.018,55.7625
0x22917a62e64,70,0.807192,-0.414277
0x22917a62e68,0.807192,-0.414277,-0.420495
0x22917a62ec4,-0.966666,202.825,55.3481
0x22917a62ec8,202.825,55.3481,179.49
0x22917a62f08,0,0,0
0x22917a62f10,0,1,1
0x22917a62f14,1,1,0
0x22917a62f18,1,0,0
0x22917a62f24,0,0,1
0x22917a62f2c,1,0,0
0x22917a62f40,1,0,0
0x22917a62f48,0,0,0
0x22917a62f50,0,1,1
0x22917a62f54,1,1,0
0x22917a62f58,1,0,0
0x22917a62f64,0,0,1
0x22917a62f6c,1,0,0
0x22917a62f80,1,0,0
0x22917a62f88,0,0,0
0x22917a62f94,1,0,0
0x22917a6330c,0,0,0
0x22917a63310,0,0,1.46102
0x22917a63314,0,1.46102,3.68817e-08
0x22917a63318,1.46102,3.68817e-08,0.835026
0x22917a6331c,3.68817e-08,0.835026,0.807192
0x22917a63320,0.835026,0.807192,1.40215
0x22917a63324,0.807192,1.40215,-1.76314
0x22917a63328,1.40215,-1.76314,-0.428563
0x22917a63330,-0.428563,-0.414277,1.42319
0x22917a63334,-0.414277,1.42319,1.73707
0x22917a63388,0,0,0
0x22917a63390,0,1,1
0x22917a63394,1,1,0
0x22917a63398,1,0,0
0x22917a633a4,0,0,1
0x22917a633ac,1,0,0
0x22917a633c0,1,0,0
0x22917a633c8,0,0,0
0x22917a633d0,0,1,1
0x22917a633d4,1,1,0
0x22917a633d8,1,0,0
0x22917a633e4,0,0,1
0x22917a633ec,1,0,0
0x22917a63400,1,0,0
0x22917a63408,0,0,0
0x22917a63414,1,0,0
0x22917b2c5d0,1.93773e-38,1.46937e-39,0.000122208
0x22917b2c5d8,0.000122208,2.52435e-29,4.99601e-16
0x2291b423ed4,0.959312,-0.175307,-0.751787
0x2291b423f0c,1,0,0
0x2291b423f14,0,0,1
0x2291b423f1c,1,0,0
0x2291b423f24,0,0,1
0x2291b423f48,0.0445553,0.956807,0.28729
0x2291b424028,1.4013e-45,1.4013e-44,0
0x2291b424034,1.06667,1.4013e-45,0
0x2291f3817f4,7.74918e-43,6.31502e-28,7.74918e-43
0x2291f3817f8,6.31502e-28,7.74918e-43,46.935
0x2291f381800,46.935,7.74918e-43,-8.40617e-25
0x2291f381804,7.74918e-43,-8.40617e-25,4.59093e-41
0x2291f381808,-8.40617e-25,4.59093e-41,48.2541
0x2291f381810,48.2541,7.74918e-43,-9.75038e-26
0x2291f398a28,1.73416e-06,7.74918e-43,0.00768062
0x2291f398a30,0.00768062,7.74918e-43,1.54459e-06
0x2292243bb84,0,0,0
0x2292243bb88,0,0,0.763634
0x2292243bb8c,0,0.763634,-0.544161
0x2292243bb90,0.763634,-0.544161,0.116204
0x2292243bb94,-0.544161,0.116204,0.0410722
0x2292243bb98,0.116204,0.0410722,-0.218011
0x2292243bb9c,0.0410722,-0.218011,-0.217915
0x2292243bba0,-0.218011,-0.217915,0.650774
0x2292243bba8,0.650774,-0.963163,0.607729
0x2292243bbac,-0.963163,0.607729,0.810186
0x2292243be74,0,0,0
0x2292243be78,0,0,0.805092
0x2292243be80,0.805092,-0.805092,0
0x2292243be8c,0,0,0
0x2292243be90,0,0,0.92388
0x2292243be98,0.92388,-0.92388,0.59315
0x2292243be9c,-0.92388,0.59315,0.59315
0x2292243bea8,0.382683,0.382683,0
0x2292243beac,0.382683,0,0
0x2292243bed4,-0,-0,-0
0x2292243bed8,-0,-0,1
0x2292243bee0,1,-1,-1
0x2292243bf84,390.615,0,0
0x2292243c168,2.65209e-18,7.74918e-43,223.468
0x2292243c170,223.468,0,0
0x2292243c174,0,0,0
0x2292243c178,0,0,221.823
0x2292243c180,221.823,0,0
0x2292243c33c,0,0,0
0x2292243c490,497.34,0,0
0x2292243c598,9.71743e-08,7.74918e-43,2.65241e-18
0x2292243c618,0,9.80909e-45,362.362
0x2292243c61c,9.80909e-45,362.362,351.373
0x2292243c620,362.362,351.373,0
0x2292243c624,351.373,0,0
0x2292244127c,0,0,0
0x22922441294,116.918,209.079,359.062
0x229224418ac,0,0,0
0x229224418b0,0,0,34.4322
0x229224428ec,0,0,0
0x229224428f0,0,0,385.577
0x229224428f8,385.577,0,0
0x229224428fc,0,0,393.383
0x22922442900,0,393.383,385.577
0x22922442914,393.383,385.577,394.609
0x2292244a8ec,1.97583e-42,2.66531e-18,7.74918e-43
0x2292244a8f0,2.66531e-18,7.74918e-43,159.291
0x2292244a8f4,7.74918e-43,159.291,227.048
0x2292244ad0c,2.18743e-42,2.66553e-18,7.74918e-43
0x2292244ad10,2.66553e-18,7.74918e-43,209.212
0x2292244ad14,7.74918e-43,209.212,492.036
0x2292244ad18,209.212,492.036,467.266
0x2292244ad1c,492.036,467.266,288.341
0x2292244ad20,467.266,288.341,286.096
0x2292244ad24,288.341,286.096,465.928
0x2292244ad28,286.096,465.928,460.903
0x2292244ad2c,465.928,460.903,406.606
0x2292244ad30,460.903,406.606,294.717
0x2292244ad34,406.606,294.717,483.446
0x2292245e640,7.00649e-45,0,-101.583
0x2292245e644,0,-101.583,101.583
0x2292245e760,7.00649e-45,0,-101.583
0x2292245e764,0,-101.583,101.583
0x2292245fe38,0,5.38099e-43,1.26117e-44
0x229224601a0,1.96182e-44,0,-221.557
0x229224601a4,0,-221.557,221.557
0x2292246e3f0,2.38221e-44,0,-425.924
0x2292246e3f4,0,-425.924,425.924
0x22922549b84,0,0,0
0x22922549b88,0,0,0.763634
0x22922549b8c,0,0.763634,-0.544161
0x22922549b90,0.763634,-0.544161,0.116204
0x22922549b94,-0.544161,0.116204,0.0410722
0x22922549b98,0.116204,0.0410722,-0.218011
0x22922549b9c,0.0410722,-0.218011,-0.217915
0x22922549ba0,-0.218011,-0.217915,0.650774
0x22922549ba8,0.650774,-0.963163,0.607729
0x22922549bac,-0.963163,0.607729,0.810186
0x22922549e74,0,0,0
0x22922549e78,0,0,0.805092
0x22922549e80,0.805092,-0.805092,0
0x22922549e9c,-0.92388,0.59315,0.59315
0x22922549ea8,0.382683,0.382683,0
0x22922549eac,0.382683,0,0
0x22922549f84,403.605,0,0
0x2292254a0d0,0,0,5.60519e-45
0x2292254a0d4,0,5.60519e-45,343.376
0x2292254a168,2.88079e-18,7.74918e-43,220.658
0x2292254a170,220.658,0,0
0x2292254a174,0,0,0
0x2292254a178,0,0,219.316
0x2292254a33c,0,0,0
0x2292254a490,497.34,0,0
0x2292254a598,2.88236e-18,7.74918e-43,2.88252e-18
0x2292254a618,2.88493e-18,7.74918e-43,360.087
0x2292254a61c,7.74918e-43,360.087,355.215
0x2292254a620,360.087,355.215,1.4013e-45
0x2292254a624,355.215,1.4013e-45,1.4013e-45
0x2292254f27c,0,0,0
0x2292254f294,116.918,209.079,359.062
0x2292254f8ac,0,0,0
0x2292254f8b0,0,0,34.9728
0x229225508ec,0,0,0
0x229225508f0,0,0,385.577
0x229225508f8,385.577,0,0
0x229225508fc,0,0,393.383
0x22922550900,0,393.383,385.577
0x22922550914,393.383,385.577,394.609
0x22922550dd4,27.6421,0,0
0x229225588ec,1.97583e-42,2.89401e-18,7.74918e-43
0x229225588f0,2.89401e-18,7.74918e-43,159.291
0x229225588f4,7.74918e-43,159.291,227.048
0x22922558d0c,2.18743e-42,2.89423e-18,7.74918e-43
0x22922558d10,2.89423e-18,7.74918e-43,209.212
0x22922558d14,7.74918e-43,209.212,492.036
0x22922558d18,209.212,492.036,467.266
0x22922558d1c,492.036,467.266,288.341
0x22922558d20,467.266,288.341,286.096
0x22922558d24,288.341,286.096,465.928
0x22922558d28,286.096,465.928,460.903
0x22922558d2c,465.928,460.903,406.606
0x22922558d30,460.903,406.606,294.717
0x22922558d34,406.606,294.717,483.446
0x2292255bdec,7.74918e-43,-8.56263e-39,7.74918e-43
0x2292255bdf0,-8.56263e-39,7.74918e-43,24.5718
0x2292255bdf8,24.5718,0,2.28398e-27
0x2292256bd00,4.2039e-45,0,-170.779
0x2292256bd04,0,-170.779,170.779
0x2292256c060,1.26117e-44,8.03561e-41,-476.801
0x2292256c064,8.03561e-41,-476.801,476.801
0x2292256c3b8,0,1.01734e-42,1.12104e-44
0x2292256c3c0,1.12104e-44,0.579911,-95.9271
0x2292256c3c4,0.579911,-95.9271,95.9271
0x2292256ca80,5.60519e-45,0,-286.425
0x2292256ca84,0,-286.425,286.425
0x2292257c760,2.38221e-44,0,-425.924
0x2292257c764,0,-425.924,425.924
0x22922655b84,0,0,0
0x22922655b88,0,0,0.763634
0x22922655b8c,0,0.763634,-0.544161
0x22922655b90,0.763634,-0.544161,0.116204
0x22922655b94,-0.544161,0.116204,0.0410722
0x22922655b98,0.116204,0.0410722,-0.218011
0x22922655b9c,0.0410722,-0.218011,-0.217915
0x22922655ba0,-0.218011,-0.217915,0.650774
0x22922655ba8,0.650774,-0.963163,0.607729
0x22922655bac,-0.963163,0.607729,0.810186
0x22922655e74,0,0,0
0x22922655e78,0,0,0.805092
0x22922655e80,0.805092,-0.805092,0
0x22922655e9c,-0.92388,0.59315,0.59315
0x22922655ea8,0.382683,0.382683,0
0x22922655eac,0.382683,0,0
0x22922655f84,401.255,0,0
0x229226560d0,0,0,5.60519e-45
0x229226560d4,0,5.60519e-45,343.376
0x22922656168,3.1078e-18,7.74918e-43,217.082
0x22922656170,217.082,0,0
0x22922656174,0,0,0
0x22922656178,0,0,223.216
0x22922656490,497.34,0,0
0x22922656598,0,9.80909e-45,0
0x22922656618,3.11066e-18,7.74918e-43,363.525
0x2292265661c,7.74918e-43,363.525,353.709
0x22922656620,363.525,353.709,3.10847e-18
0x22922656624,353.709,3.10847e-18,7.74918e-43
0x2292265b27c,0,0,0
0x2292265b294,116.918,209.079,359.062
0x229226648ec,1.97583e-42,3.12101e-18,7.74918e-43
0x229226648f0,3.12101e-18,7.74918e-43,159.291
0x229226648f4,7.74918e-43,159.291,227.048
0x22922664d0c,2.18743e-42,3.12123e-18,7.74918e-43
0x22922664d10,3.12123e-18,7.74918e-43,209.212
0x22922664d14,7.74918e-43,209.212,492.036
0x22922664d18,209.212,492.036,467.266
0x22922664d1c,492.036,467.266,288.341
0x22922664d20,467.266,288.341,286.096
0x22922664d24,288.341,286.096,465.928
0x22922664d28,286.096,465.928,460.903
0x22922664d2c,465.928,460.903,406.606
0x22922664d30,460.903,406.606,294.717
0x22922664d34,406.606,294.717,483.446
0x22922667dac,7.74918e-43,-8.56263e-39,7.74918e-43
0x22922667db0,-8.56263e-39,7.74918e-43,24.1798
0x22922667db8,24.1798,0,2.28398e-27
0x22922667dbc,7.74918e-43,-8.56263e-39,7.74918e-43
0x22922667dc0,-8.56263e-39,7.74918e-43,24.4208
0x22922667dc8,24.4208,0,2.28398e-27
0x229226783f0,9.80909e-45,8.03561e-41,-492.804
0x229226783f4,8.03561e-41,-492.804,492.804
0x22922678ab0,2.8026e-45,0,-478.219
0x22922678ab4,0,-478.219,478.219
0x22922679fb8,0,5.38099e-43,1.26117e-44
0x2292267a320,1.96182e-44,0,-221.557
0x2292267a324,0,-221.557,221.557
0x22922687f20,2.38221e-44,0,-425.924
0x22922687f24,0,-425.924,425.924
0x22922688644,7.74918e-43,-1.88779e-25,4.59093e-41
0x22922688648,-1.88779e-25,4.59093e-41,2.51569
0x22922688650,2.51569,6.91429e-41,0
0x22922688a90,0,0,-116.918
0x22922688a94,0,-116.918,116.918
0x22922688ad0,2.51569,6.91429e-41,0
0x22922688bb0,0,0,-209.079
0x22922688bb4,0,-209.079,209.079
0x22922688bf0,2.51569,6.91429e-41,0
0x229270f0044,0,0,0
0x229270f0048,0,0,0.152964
0x229270f004c,0,0.152964,0
0x229270f0050,0.152964,0,0.988232
0x229270f0054,0,0.988232,0
0x229270f0058,0.988232,0,1
0x229270f00dc,0,0,0
0x229270f00e4,0,1,0
0x229270f00e8,1,0,1
0x229270f00f0,1,0,0
0x229270f010c,0,0,0
0x229270f0114,0,1,0
0x229270f0118,1,0,1
0x229270f0120,1,0,0
0x229270f013c,0,0,0
0x229270f0144,0,1,0
0x229270f0148,1,0,1
0x229270f0150,1,0,0
0x229270f016c,0,0,0
0x229270f0174,0,1,0
0x229270f0178,1,0,1
0x229270f0180,1,0,0
0x229270f019c,0,0,0
0x229270f01a4,0,1,0
0x229270f01a8,1,0,1
0x229270f01b0,1,0,0
0x22927100080,0,0,0
0x22927100084,0,0,0.988232
0x2292710008c,0.988232,0,-0.152964
0x22927100090,0,-0.152964,0
0x22927100094,-0.152964,0,1
0x22927100098,0,1,0
0x2292710009c,1,0,0.152964
0x229271000a0,0,0.152964,0
0x229271000a4,0.152964,0,0.988232
0x229271000a8,0,0.988232,0.152964
0x229271000b0,0.152964,0,0.988232
0x229271000b8,0.988232,0,1
0x229271000d4,1,1.4013e-45,0
0x22927100110,0,0,0
0x22927100114,0,0,0.988232
0x2292710011c,0.988232,0,-0.152964
0x22927100120,0,-0.152964,0
0x22927100124,-0.152964,0,1
0x22927100128,0,1,0
0x2292710012c,1,0,0.152964
0x22927100130,0,0.152964,0
0x22927100134,0.152964,0,0.988232
0x22927100138,0,0.988232,0.152964
0x22927100140,0.152964,0,0.988232
0x22927100148,0.988232,0,1
0x22927100164,1,1.4013e-45,0
0x22927150044,0,0,0
0x22927150048,0,0,0.152964
0x2292715004c,0,0.152964,0
0x22927150050,0.152964,0,0.988232
0x22927150054,0,0.988232,0
0x22927150058,0.988232,0,1
0x22927150074,0,0,0
0x229271500ac,1,0,0
0x2292715038c,0,0,0
0x22927150390,0,0,1
0x22927150394,0,1,0
0x22927150398,1,0,1
0x229271503a0,1,0,0
0x229271503bc,1.0949,1,1
0x229271503c4,1,1,0
0x229271506cc,0,0,0
0x229271506d0,0,0,1
0x229271506d4,0,1,0
0x229271506d8,1,0,1
0x229271506e0,1,0,0
0x229271506fc,1.0949,1,1
0x22927150704,1,1,0
0x22927150a0c,0,0,0
0x22927150a10,0,0,1
0x22927150a14,0,1,0
0x22927150a18,1,0,1
0x22927150a20,1,0,0
0x22927150a3c,1.0949,1,1
0x22927150a44,1,1,0
0x22927150d4c,0,0,0
0x22927150d50,0,0,1
0x22927150d54,0,1,0
0x22927150d58,1,0,1
0x22927150d60,1,0,0
0x22927150d7c,1.0949,1,1
0x22927150d84,1,1,0
0x2292715108c,0,0,0
0x22927151090,0,0,1
0x22927151094,0,1,0
0x22927151098,1,0,1
0x229271510a0,1,0,-14
0x229271510a4,0,-14,0.5
0x229271510bc,1.10089,1,1
0x229271510c4,1,1,0
0x229271513c4,0,0,0
0x229271513c8,0,0,1
0x229271513d0,1,0,0
0x229271513d4,0,0,0
0x229271513d8,0,0,1
0x229271513f8,2.37175,0.611191,1
0x2292715142c,1,0,0
0x22927151704,0,0,0
0x22927151708,0,0,1
0x22927151710,1,0,0
0x22927151714,0,0,0
0x22927151718,0,0,1
0x22927151734,495.709,2.98559,1.28726
0x22927151738,2.98559,1.28726,1
0x22927151a4c,0,0,0
0x22927151a50,0,0,1
0x22927151a54,0,1,0
0x22927151a58,1,0,1
0x22927151a74,338.659,0.940821,2.02121
0x22927151d8c,0,0,0
0x22927151d90,0,0,1
0x22927151d94,0,1,0
0x22927151d98,1,0,1
0x22927151da0,1,0,0
0x22927151dbc,1.0949,1,1
0x22927151dc4,1,1,0
0x229271520d4,0,-0.999982,0
0x229271520d8,-0.999982,0,1
0x2292715212c,1,0,0
0x22927152404,0,0,0
0x22927152408,0,0,1
0x22927152410,1,0,0
0x22927152414,0,0,0
0x22927152418,0,0,1
0x22927152438,2.36888,0.609062,1
0x2292715246c,1,0,0
0x2292715274c,0,0,0
0x22927152750,0,0,1
0x22927152754,0,1,0
0x22927152758,1,0,1
0x22927152760,1,0,0
0x2292715277c,1.0949,1,1
0x22927152784,1,1,0
0x22927152a8c,0,0,0
0x22927152a90,0,0,1
0x22927152a94,0,1,0
0x22927152a98,1,0,1
0x22927152aa0,1,0,0
0x22927152abc,1.0949,1,1
0x22927152ac4,1,1,0
0x22927152dcc,0,0,0
0x22927152dd0,0,0,1
0x22927152dd4,0,1,0
0x22927152dd8,1,0,1
0x22927152de0,1,0,0
0x22927152dfc,1.0949,1,1
0x22927152e04,1,1,0
0x2292715310c,0,0,0
0x22927153110,0,0,1
0x22927153114,0,1,0
0x22927153118,1,0,1
0x22927153120,1,0,0
0x2292715313c,1.0949,1,1
0x22927153144,1,1,0
0x2292715344c,0,0,0
0x22927153450,0,0,1
0x22927153454,0,1,0
0x22927153458,1,0,1
0x22927153460,1,0,0
0x2292715347c,1.0949,1,1
0x22927153484,1,1,0
0x22927153a34,6.68139e-42,1.4013e-45,1.4013e-45
0x22927153a38,1.4013e-45,1.4013e-45,50
0x22927153a40,50,7.00649e-44,4.48416e-44
0x22927153a44,7.00649e-44,4.48416e-44,50
0x22927153acc,0,0,0
0x22927153ae4,0,-14,0.5
0x22927153afc,1.10089,1,1
0x22927153b04,1,1,0
0x22927153e14,0,-0.999982,0
0x22927153e18,-0.999982,0,1
0x22927153e6c,1,0,0
0x2292715448c,0,-0.998432,0
0x22927154490,-0.998432,0,0.0559863
0x22927154494,0,0.0559863,0
0x22927154498,0.0559863,0,1
0x229271544c4,1,1,0
0x229271544ec,1,0,0
0x229271547cc,0,0,0
0x229271547d0,0,0,1
0x229271547d4,0,1,0
0x229271547d8,1,0,1
0x229271547f4,10,1.53795,1.53795
0x22927154b04,0,0,0
0x22927154b08,0,0,0.988077
0x22927154b10,0.988077,0,-0.153964
0x22927154b14,0,-0.153964,0
0x22927154b18,-0.153964,0,1
0x22927154b1c,0,1,0
0x22927154b20,1,0,199.331
0x22927154b24,0,199.331,0.454941
0x22927154b6c,1,0,0
0x22927154c2c,0,0,1.12104e-44
0x22927154c30,0,1.12104e-44,101
0x22927154c38,101,0,0
0x22927154c3c,0,0,1.12104e-44
0x22927154c40,0,1.12104e-44,100
0x22927154c48,100,0,0
0x2292715518c,0,0,0
0x22927155190,0,0,1
0x22927155194,0,1,0
0x22927155198,1,0,1
0x229271551b4,153.293,1.55681,1.4451
0x229271554cc,0,0,0
0x229271554d0,0,0,1
0x229271554d4,0,1,0
0x229271554d8,1,0,1
0x229271554f4,199.99,0.0657368,3.09327
0x22927155804,0,0,0
0x22927155808,0,0,1
0x22927155810,1,0,0
0x22927155814,0,0,0
0x22927155818,0,0,1
0x22927155834,181.528,2.379,2.08594
0x22927155838,2.379,2.08594,1
0x22927155b4c,0,0,0
0x22927155b50,0,0,1
0x22927155b54,0,1,0
0x22927155b58,1,0,1
0x22927155b60,1,0,0
0x22927155b7c,1.0949,1,1
0x22927155b84,1,1,0
0x22927156134,6.68139e-42,1.4013e-45,1.4013e-45
0x229271561e4,0,151.024,1.7616
0x229271561f8,0.843075,0.846858,1
0x2292715622c,1,0,0
0x22927156514,0,-0.999982,0
0x22927156518,-0.999982,0,1
0x2292715656c,1,0,0
0x22927156b8c,0,0,0
0x22927156b90,0,0,1
0x22927156b94,0,1,0
0x22927156b98,1,0,1
0x22927156ba0,1,0,0
0x22927156bbc,1.0949,1,1
0x22927156bc4,1,1,0
0x22927157bcc,0,-0.998432,0
0x22927157bd0,-0.998432,0,0.0559863
0x22927157bd4,0,0.0559863,0
0x22927157bd8,0.0559863,0,1
0x22927157c04,1,1,0
0x22927157c2c,1,0,0
0x22927158254,0,-0.999982,0
0x22927158258,-0.999982,0,1
0x229271582ac,1,0,0
0x229271700b4,0,0,0
0x229271700b8,0,0,0.152964
0x229271700bc,0,0.152964,0
0x229271700c0,0.152964,0,0.988232
0x229271700c4,0,0.988232,0
0x229271700c8,0.988232,0,1
0x229271700e4,0,0,0
0x2292717011c,1,0,0
0x22927170124,0,0,0
0x22927170128,0,0,0.152964
0x22927170130,0.152964,0,0.988232
0x22927170134,0,0.988232,0
0x22927170154,0,0,0
0x2292717018c,1,0,0
0x229271703ac,3.67072e-40,9.80909e-41,0
0x229271703bc,1,0,0
0x2292717043c,0,0,0
0x22927170440,0,0,1
0x22927170444,0,1,0
0x22927170448,1,0,1
0x22927170450,1,0,0
0x2292717046c,1.0949,1,1
0x22927170474,1,1,0
0x229271704a4,0,0,0
0x229271704a8,0,0,1
0x229271704b0,1,0,0
0x229271704b4,0,0,0
0x229271704d8,2.37175,0.611191,1
0x2292717050c,1,0,0
0x2292717058c,0,0,0
0x22927170590,0,0,1
0x22927170594,0,1,0
0x22927170598,1,0,1
0x229271705a0,1,0,0
0x229271705a8,0,0,0
0x229271705ac,0,0,28.6181
0x229271705b0,0,28.6181,2.20836
0x229271705b4,28.6181,2.20836,0.93323
0x229271705bc,0.93323,1,1
0x229271705c4,1,1,0
0x229271705c8,1,0,0
0x229271705ec,1,0,0
0x229271705fc,0,0,0
0x22927170604,0,1,0
0x22927170624,199.99,0.0657368,3.09327
0x2292717066c,6.95986e-36,0,0
0x22927170674,0,1,0
0x22927170680,1,0,-14
0x22927170684,0,-14,0.5
0x2292717069c,1.10089,1,1
0x229271706a4,1,1,0
0x229271706dc,0,0,0
0x229271706e4,0,1,0
0x229271706f0,1,0,0
0x22927170704,0,0,0
0x2292717070c,0,1,1
0x22927170714,1,1,0
0x22927170718,1,0,0
0x2292717072c,3.67072e-40,9.80909e-41,0
0x2292717073c,1,0,0
0x229271707bc,0,0,0
0x229271707c0,0,0,1
0x229271707c4,0,1,0
0x229271707c8,1,0,1
0x229271707d0,1,0,0
0x229271707ec,1.0949,1,1
0x229271707f4,1,1,0
0x2292717082c,0,0,0
0x22927170834,0,1,0
0x22927170840,1,0,0
0x22927170848,0,0,0
0x2292717084c,0,0,28.6181
0x22927170850,0,28.6181,2.20836
0x22927170854,28.6181,2.20836,0.93323
0x2292717085c,0.93323,1,1
0x22927170864,1,1,0
0x22927170868,1,0,0
0x2292717088c,1,0,0
0x229271708a4,7.74918e-43,0,0
0x229271708c8,1.22785,0.511597,0
0x229271708fc,1,0,0
0x2292717097c,6.95986e-36,2.09612e-15,7.74918e-43
0x22927170980,2.09612e-15,7.74918e-43,1
0x22927170984,7.74918e-43,1,0
0x22927170988,1,0,1
0x22927170990,1,0,0
0x229271709a4,0,0,0
0x229271709ac,0,1,1
0x229271709b4,1,1,0
0x229271709b8,1,0,0
0x229271709cc,3.67072e-40,9.80909e-41,0
0x229271709dc,1,0,0
0x22927170a54,0,0,0
0x22927170a58,0,0,1
0x22927170a60,1,0,0
0x22927170a64,0,0,0
0x22927170a68,0,0,1
0x22927170a88,2.37175,0.611191,0
0x22927170abc,1,0,0
0x22927170acc,0,0,0
0x22927170ad4,0,1,0
0x22927170ae0,1,0,0
0x22927170ae8,0,0,0
0x22927170aec,0,0,28.6181
